aten_id,aten_id2,evalue,saccver,method,kegg,has_signal,pfam,Entry,Status,Protein names,Gene names,Organism,Length,Organism ID,EC number,Gene ontology IDs,Cross-reference (KEGG),Cross-reference (GeneID),Ensembl transcript,Cross-reference (eggNOG),Cross-reference (KO),Cross-reference (OrthoDB),Cross-reference (BioCyc),Cross-reference (BRENDA),Cross-reference (Reactome),ipr_go
aten_0.1.m1.22462.m1,aten_0.1.m1.22462,6.12E-55,P4HTM_HUMAN,blastp,NA,YES,PF13640.5,Q9NXG6,reviewed,Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4),P4HTM PH4,Homo sapiens (Human),502,9606,1.14.11.29,GO:0005506; GO:0005509; GO:0005783; GO:0005789; GO:0016021; GO:0016706; GO:0018401; GO:0031418; GO:0045646,hsa:54681;,54681;,ENST00000343546 [Q9NXG6-3];ENST00000383729 [Q9NXG6-1];,KOG1591;ENOG410XS5J;,K06711;,1438683at2759;,NA,NA,NA,GO:0016491;GO:0055114;GO:0005506;GO:0016705;GO:0031418
aten_0.1.m1.12245.m1,aten_0.1.m1.12245,5.38E-167,SERIC_NEMVE,blastp,NA,YES,PF03348.14;PF12113.7;PF10954.7,A7S4N4,reviewed,Probable serine incorporator,serinc v1g242820,Nematostella vectensis (Starlet sea anemone),456,45351,NA,GO:0005789; GO:0008654; GO:0016021,nve:NEMVE_v1g242820;,5513123;,NA,KOG2592;ENOG410XP7K;,NA,1276632at2759;,NA,NA,NA,GO:0006658;GO:0006665;GO:0016020
aten_0.1.m1.23835.m1,aten_0.1.m1.23835,4.02E-15,COLA1_HUMAN,blastp,NA,NA,PF00092.27;PF13519.5;PF00090.18;PF13768.5,Q96P44,reviewed,Collagen alpha-1(XXI) chain,COL21A1 COL1AL FP633,Homo sapiens (Human),957,9606,NA,GO:0003429; GO:0005576; GO:0005581; GO:0005615; GO:0005788; GO:0005829; GO:0030020; GO:0031012; GO:0062023,hsa:81578;,81578;,ENST00000244728 [Q96P44-1];ENST00000370819 [Q96P44-3];,ENOG410IS78;ENOG41100RI;,K16629;,1295141at2759;,NA,NA,R-HSA-1650814;R-HSA-8948216;,
aten_0.1.m1.8972.m1,aten_0.1.m1.8972,1.22E-12,P2RX7_HUMAN,blastp,NA,NA,NA,Q99572,reviewed,P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor),P2RX7,Homo sapiens (Human),595,9606,NA,GO:0000187; GO:0000902; GO:0001530; GO:0001614; GO:0001845; GO:0001916; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005524; GO:0005639; GO:0005737; GO:0005886; GO:0005887; GO:0005911; GO:0006468; GO:0006509; GO:0006649; GO:0006812; GO:0006900; GO:0006954; GO:0007005; GO:0007166; GO:0007596; GO:0009612; GO:0009897; GO:0010043; GO:0010524; GO:0010628; GO:0014049; GO:0014054; GO:0016020; GO:0016021; GO:0016079; GO:0016485; GO:0017121; GO:0019233; GO:0030163; GO:0030501; GO:0031594; GO:0032059; GO:0032060; GO:0032308; GO:0032496; GO:0032755; GO:0032963; GO:0033198; GO:0034220; GO:0034405; GO:0034767; GO:0035381; GO:0035585; GO:0035590; GO:0042098; GO:0042803; GO:0043025; GO:0043029; GO:0043132; GO:0043409; GO:0045779; GO:0045794; GO:0045821; GO:0045919; GO:0046513; GO:0046931; GO:0048705; GO:0048873; GO:0050717; GO:0050718; GO:0050830; GO:0051209; GO:0051259; GO:0051495; GO:0051592; GO:0051602; GO:0051709; GO:0051899; GO:0051901; GO:0070230; GO:0070588; GO:0071318; GO:0071359; GO:0072593; GO:0097190; GO:0097191; GO:0098793; GO:0098794; GO:1904172; GO:1905114,hsa:5027;,5027;,ENST00000328963 [Q99572-1];ENST00000535250 [Q99572-2];ENST00000535600 [Q99572-5];ENST00000541022 [Q99572-3];ENST00000541716 [Q99572-3];,ENOG410IK4U;ENOG4110DDY;,K05220;,1128763at2759;,NA,NA,R-HSA-139853;R-HSA-418346;R-HSA-844456;,
aten_0.1.m1.31355.m1,aten_0.1.m1.31355,3.27E-52,NPHP3_HUMAN,blastp,NA,NA,PF13424.5;PF13374.5;PF00515.27;PF13176.5;PF13181.5;PF13431.5;PF07719.16;PF13432.5;PF07721.13;PF13428.5;PF14559.5;PF01535.19;PF08311.11;PF05127.13;PF04910.13;PF13191.5;PF13371.5;PF12931.6;PF00244.19;PF00931.21;PF06414.11;PF00004.28;PF12895.6;PF00158.25;PF00531.21;PF10516.8,Q7Z494,reviewed,Nephrocystin-3,NPHP3 KIAA2000,Homo sapiens (Human),1330,9606,NA,GO:0001822; GO:0001947; GO:0003283; GO:0005829; GO:0005929; GO:0007368; GO:0016055; GO:0030324; GO:0035469; GO:0045494; GO:0048496; GO:0060027; GO:0060271; GO:0060287; GO:0060993; GO:0071908; GO:0071909; GO:0071910; GO:0072189; GO:0090090; GO:2000095; GO:2000167,hsa:27031;,27031;,ENST00000337331 [Q7Z494-1];ENST00000383282 [Q7Z494-7];,KOG1840;COG0457;,K19360;,69856at2759;,NA,NA,R-HSA-5624138;,GO:0005515;GO:0003777;GO:0005871
aten_0.1.m1.30345.m1,aten_0.1.m1.30345,2.56E-21,NPY1R_XENLA,blastp,NA,NA,PF00001.20;PF02076.14,P34992,reviewed,Neuropeptide Y receptor type 1 (NPY1-R),npy1r,Xenopus laevis (African clawed frog),366,8355,NA,GO:0004983; GO:0005886; GO:0016021,xla:378693;,378693;,NA,NA,K04204;,609835at2759;,NA,NA,NA,GO:0016021;GO:0004930;GO:0007186
aten_0.1.m1.5271.m1,aten_0.1.m1.5271,8.00E-08,CO4A2_HUMAN,blastp,NA,NA,NA,P08572,reviewed,Collagen alpha-2(IV) chain [Cleaved into: Canstatin],COL4A2,Homo sapiens (Human),1712,9606,NA,GO:0001525; GO:0005201; GO:0005576; GO:0005587; GO:0005615; GO:0005788; GO:0006351; GO:0007568; GO:0014823; GO:0016525; GO:0030020; GO:0030198; GO:0031012; GO:0035987; GO:0038063; GO:0062023; GO:0070062; GO:0071560,hsa:1284;,1284;,ENST00000360467;,KOG3544;ENOG410XNMM;,K06237;,63831at2759;,NA,NA,R-HSA-1442490;R-HSA-1474244;R-HSA-1650814;R-HSA-186797;R-HSA-2022090;R-HSA-216083;R-HSA-2214320;R-HSA-2243919;R-HSA-3000157;R-HSA-3000171;R-HSA-3000178;R-HSA-3000480;R-HSA-419037;R-HSA-8948216;,
aten_0.1.m1.18808.m1,aten_0.1.m1.18808,1.18E-51,F8I2_HUMAN,blastp,K20135,NA,PF14938.5;PF07719.16;PF00515.27;PF13424.5;PF13414.5;PF13181.5;PF12968.6;PF14559.5;PF09976.8;PF13374.5,P23610,reviewed,Factor VIII intron 22 protein (CpG island protein),F8A1 F8A; F8A2 F8A; F8A3 F8A,Homo sapiens (Human),371,9606,NA,GO:0005634,hsa:474383;hsa:474384;hsa:8263;,474383;474384;8263;,ENST00000369505;ENST00000610495;ENST00000622749;,ENOG410IHT1;ENOG410XSGC;,K20135;,1141704at2759;,NA,NA,NA,GO:0005515
aten_0.1.m1.14954.m1,aten_0.1.m1.14954,8.27E-123,P2RX4_HUMAN,blastp,NA,NA,PF00864.18;PF00095.20,Q99571,reviewed,P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor),P2RX4,Homo sapiens (Human),388,9606,NA,GO:0001614; GO:0001894; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005639; GO:0005765; GO:0005886; GO:0005887; GO:0006812; GO:0007165; GO:0007596; GO:0008217; GO:0008270; GO:0010524; GO:0010614; GO:0014069; GO:0016020; GO:0016021; GO:0019228; GO:0019233; GO:0019722; GO:0030054; GO:0032308; GO:0033198; GO:0034220; GO:0034405; GO:0035381; GO:0035590; GO:0042118; GO:0042803; GO:0043025; GO:0043195; GO:0043197; GO:0043536; GO:0044297; GO:0045296; GO:0045429; GO:0048266; GO:0048471; GO:0048678; GO:0050850; GO:0050920; GO:0050975; GO:0051260; GO:0051897; GO:0051899; GO:0051928; GO:0055117; GO:0055119; GO:0070062; GO:0070588; GO:0071294; GO:0071318; GO:0097190; GO:0099604; GO:1904124; GO:1904141; GO:2001028,hsa:5025;,5025;,ENST00000337233 [Q99571-1];ENST00000359949 [Q99571-2];ENST00000542067 [Q99571-3];,ENOG410IFJF;ENOG410XR0C;,K05218;,998086at2759;,NA,NA,R-HSA-139853;R-HSA-418346;,GO:0001614;GO:0004931;GO:0005887;GO:0033198;GO:0098655
aten_0.1.m1.5860.m1,aten_0.1.m1.5860,1.16E-169,PTPRA_HUMAN,blastp,K01104,YES,PF00102.26;PF13927.5;PF13895.5;PF00041.20;PF07679.15;PF00047.24;PF13350.5;PF09294.9;PF00782.19;PF07686.16;PF16680.4;PF16656.4;PF08205.11;PF14566.5;PF10179.8;PF16706.4;PF16681.4;PF06602.13;PF03162.12;PF08374.10;PF06832.11;PF07654.14,P18433,reviewed,Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48),PTPRA PTPA PTPRL2,Homo sapiens (Human),802,9606,3.1.3.48,GO:0000165; GO:0004725; GO:0005001; GO:0005886; GO:0005887; GO:0007411; GO:0008286; GO:0043235; GO:0050804; GO:0070062; GO:0098685; GO:0099699,hsa:5786;,5786;,ENST00000216877 [P18433-6];ENST00000318266 [P18433-6];ENST00000356147 [P18433-6];ENST00000380393 [P18433-5];ENST00000399903 [P18433-5];,KOG4228;COG5599;,K18032;,411281at2759;,NA,3.1.3.48;,R-HSA-375165;R-HSA-5673001;,GO:0005515;GO:0004725;GO:0016311;GO:0016791;GO:0006470
aten_0.1.m1.37135.m1,aten_0.1.m1.37135,1.04E-06,MSHA_CELFN,blastp,NA,NA,PF00534.19;PF13692.5;PF03286.13,D5UJ42,reviewed,D-inositol 3-phosphate glycosyltransferase (EC 2.4.1.250) (N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase) (GlcNAc-Ins-P N-acetylglucosaminyltransferase),mshA Cfla_0653,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / NCIB 8073 / NRS 134),443,446466,2.4.1.250,GO:0000287; GO:0008375; GO:0010125; GO:0102710,cfl:Cfla_0653;,NA,NA,ENOG4107R5M;COG0438;,K15521;,NA,CFLA446466:G1GLJ-655-MONOMER;,NA,NA,
aten_0.1.m1.25763.m1,aten_0.1.m1.25763,4.18E-107,DCTN5_MOUSE,blastp,K10427,NA,PF00132.23;PF14602.5;PF07959.11;PF16314.4,Q9QZB9,reviewed,Dynactin subunit 5 (Dynactin subunit p25),Dctn5,Mus musculus (Mouse),182,10090,NA,GO:0000777; GO:0003281; GO:0005654; GO:0005737; GO:0005813; GO:0031965; GO:0035904; GO:0060976,mmu:59288;,59288;,ENSMUST00000033156;,KOG3121;ENOG410YENR;,K10427;,1270774at2759;,NA,NA,R-MMU-2132295;R-MMU-3371497;R-MMU-6807878;R-MMU-6811436;,
aten_0.1.m1.34308.m1,aten_0.1.m1.34308,1.13E-10,RTBS_DROME,blastp,NA,NA,PF00078.26;PF14529.5;PF03372.22,Q95SX7,reviewed,Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase),RTase,Drosophila melanogaster (Fruit fly),906,7227,2.7.7.49,GO:0003964; GO:0006313,NA,NA,NA,NA,NA,NA,NA,NA,NA,
aten_0.1.m1.16019.m1,aten_0.1.m1.16019,4.28E-115,FAT4_HUMAN,blastp,NA,YES,PF00028.16;PF00092.27;PF01085.17;PF16184.4;PF13519.5;PF08266.11,Q6V0I7,reviewed,Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J),FAT4 CDHF14 FATJ Nbla00548,Homo sapiens (Human),4981,9606,NA,GO:0001658; GO:0003007; GO:0005509; GO:0005886; GO:0007009; GO:0007156; GO:0007157; GO:0007219; GO:0008543; GO:0016021; GO:0021987; GO:0022008; GO:0035329; GO:0043931; GO:0045177; GO:0048565; GO:0060122; GO:0070062; GO:0072137; GO:0072307,hsa:79633;,79633;,ENST00000335110 [Q6V0I7-2];ENST00000394329 [Q6V0I7-1];,KOG1219;KOG3594;ENOG410XPEI;,K16669;,34489at2759;,NA,NA,NA,GO:0005509;GO:0016020;GO:0007156;GO:0007267;GO:0007275;GO:0005886;GO:0007155
aten_0.1.m1.5952.m1,aten_0.1.m1.5952,2.23E-49,GBP6_PONAB,blastp,K20908,NA,PF02263.18;PF02841.13;PF07888.10;PF12889.6;PF02601.14;PF09172.10;PF12026.7,Q5R9T9,reviewed,Guanylate-binding protein 6 (GTP-binding protein 6) (GBP-6) (Guanine nucleotide-binding protein 6),GBP6,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),633,9601,NA,GO:0003924; GO:0005525; GO:0006955; GO:0042742; GO:0071346,pon:100172797;,100172797;,NA,KOG2037;ENOG410XR6Z;,K20908;,1027269at2759;,NA,NA,NA,GO:0003924;GO:0005525
aten_0.1.m1.12795.m1,aten_0.1.m1.12795,4.11E-20,KCNKA_RAT,blastp,NA,NA,PF07885.15;PF06695.10;PF16406.4;PF01007.19,Q9JIS4,reviewed,Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit),Kcnk10 Trek2,Rattus norvegicus (Rat),538,10116,NA,GO:0005244; GO:0005267; GO:0005886; GO:0005887; GO:0007613; GO:0022841; GO:0030322; GO:0034765; GO:0071805,rno:65272;,65272;,ENSRNOT00000005175;,KOG1418;COG1226;,K04920;,616474at2759;,NA,NA,R-RNO-1299503;R-RNO-5576886;,GO:0005267;GO:0016020;GO:0071805
aten_0.1.m1.17072.m1,aten_0.1.m1.17072,1.66E-18,RQL3_ARATH,blastp,NA,NA,PF10491.8;PF11291.7;PF11001.7;PF08992.10;PF15313.5;PF02236.16;PF16124.4;PF08121.10,Q9FT72,reviewed,ATP-dependent DNA helicase Q-like 3 (EC 3.6.4.12) (RecQ-like protein 3) (AtRecQ3) (AtRecQl3),RECQL3 RECQ3 RQL3 At4g35740 F8D20.250,Arabidopsis thaliana (Mouse-ear cress),713,3702,3.6.4.12,GO:0000724; GO:0003677; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0006281; GO:0006310; GO:0008026; GO:0009378; GO:0032508; GO:0036310; GO:0043138; GO:0043140; GO:0046872,ath:AT4G35740;,829727;,NA,KOG0351;COG0514;,K10901;,445763at2759;,NA,NA,NA,
aten_0.1.m1.14319.m1,aten_0.1.m1.14319,6.23E-23,USOM5_ACRMI,blastp,NA,YES,PF14295.5,B8VIU6,reviewed,Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5),NA,Acropora millepora (Staghorn coral) (Heteropora millepora),256,45264,NA,GO:0005576,NA,NA,NA,NA,NA,NA,NA,NA,NA,
aten_0.1.m1.3497.m1,aten_0.1.m1.3497,0,MCM4_HUMAN,blastp,K02212,NA,PF00493.22;PF01078.20;PF07728.13;PF07726.10;PF16679.4;PF04055.20;PF03670.12,P33991,reviewed,DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21),MCM4 CDC21,Homo sapiens (Human),863,9606,3.6.4.12,GO:0000082; GO:0000784; GO:0003678; GO:0003697; GO:0005524; GO:0005634; GO:0005654; GO:0006260; GO:0006268; GO:0006270; GO:0016020; GO:0042555,hsa:4173;,4173;,ENST00000262105;ENST00000523944;ENST00000649973;,KOG0478;COG1241;,K02212;,266497at2759;,NA,NA,R-HSA-176187;R-HSA-176974;R-HSA-68867;R-HSA-68949;R-HSA-68962;R-HSA-69052;,GO:0003677;GO:0003678;GO:0005524;GO:0006270;GO:0042555;GO:0006260
aten_0.1.m1.31340.m1,aten_0.1.m1.31340,1.76E-27,EPRA1_AERHY,blastp,NA,YES,PF14521.5;PF02102.14,O05485,reviewed,Extracellular protease (EC 3.4.24.-),eprA1,Aeromonas hydrophila,346,644,3.4.24.-,GO:0004222; GO:0046872,NA,NA,NA,NA,NA,NA,NA,NA,NA,GO:0008237;GO:0004222
aten_0.1.m1.14905.m1,aten_0.1.m1.14905,3.42E-54,CAHZ_DANRE,blastp,K01672,YES,PF00194.20,Q92051,reviewed,Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase),cahz cah-z,Danio rerio (Zebrafish) (Brachydanio rerio),260,7955,4.2.1.1,GO:0004089; GO:0008270; GO:0015670; GO:0042539,dre:30331;,30331;,ENSDART00000013411;,KOG0382;COG3338;,K18245;,1377476at2759;,NA,NA,R-DRE-1237044;R-DRE-1475029;,GO:0004089;GO:0008270
aten_0.1.m1.14232.m1,aten_0.1.m1.14232,5.06E-64,ANKUB_HUMAN,blastp,NA,NA,PF12796.6;PF00240.22;PF13857.5;PF13637.5;PF00023.29,A6NFN9,reviewed,Protein ANKUB1 (Ankyrin repeat and ubiquitin domain-containing 1),ANKUB1 C3orf16,Homo sapiens (Human),502,9606,NA,NA,hsa:389161;,389161;,ENST00000446160 [A6NFN9-3];ENST00000462519 [A6NFN9-2];,ENOG410IFTD;ENOG4111I3R;,NA,974089at2759;,NA,NA,NA,GO:0005515
aten_0.1.m1.28053.m1,aten_0.1.m1.28053,2.37E-61,KANK1_HUMAN,blastp,K22808,NA,PF12796.6;PF13857.5;PF13637.5;PF13606.5;PF00023.29;PF17305.1,Q14678,reviewed,KN motif and ankyrin repeat domain-containing protein 1 (Ankyrin repeat domain-containing protein 15) (Kidney ankyrin repeat-containing protein),KANK1 ANKRD15 KANK KIAA0172,Homo sapiens (Human),1352,9606,NA,GO:0005634; GO:0005737; GO:0005886; GO:0008013; GO:0008283; GO:0010977; GO:0030036; GO:0030177; GO:0030336; GO:0030837; GO:0032587; GO:0035023; GO:0035024; GO:0046627; GO:0090263; GO:0090303; GO:0090521; GO:1900025; GO:1900028; GO:2000114; GO:2000393,hsa:23189;,23189;,ENST00000382293 [Q14678-2];ENST00000382297 [Q14678-1];ENST00000382303 [Q14678-1];ENST00000619269 [Q14678-1];,KOG0514;COG0666;,K22808;,NA,NA,NA,R-HSA-9018519;,GO:0005515
aten_0.1.m1.29308.m1,aten_0.1.m1.29308,2.66E-16,NETR_HUMAN,blastp,NA,NA,PF00530.17;PF15494.5;PF13927.5;PF00090.18;PF13895.5;PF07679.15;PF07686.16;PF00047.24,P56730,reviewed,Neurotrypsin (EC 3.4.21.-) (Leydin) (Motopsin) (Serine protease 12),PRSS12,Homo sapiens (Human),875,9606,3.4.21.-,GO:0004252; GO:0005044; GO:0005886; GO:0006887; GO:0008236; GO:0030424; GO:0030425; GO:0031410; GO:0031638; GO:0043083; GO:0043195,hsa:8492;,8492;,ENST00000296498;,KOG3627;COG5640;,K09624;,158600at2759;,NA,NA,NA,GO:0016020;GO:0005044
aten_0.1.m1.25218.m1,aten_0.1.m1.25218,1.00E-168,PCID2_HUMAN,blastp,NA,NA,PF01399.26;PF02635.14,Q5JVF3,reviewed,PCI domain-containing protein 2 (CSN12-like protein),PCID2 HT004,Homo sapiens (Human),399,9606,NA,GO:0000973; GO:0003690; GO:0003723; GO:0005634; GO:0005737; GO:0006368; GO:0016973; GO:0043066; GO:0043488; GO:0044615; GO:0045579; GO:0045893; GO:0048536; GO:0070390; GO:0071033; GO:0090267; GO:2000117,hsa:55795;,55795;,ENST00000246505 [Q5JVF3-4];ENST00000337344 [Q5JVF3-1];ENST00000375457 [Q5JVF3-2];ENST00000375459 [Q5JVF3-2];ENST00000375477 [Q5JVF3-1];ENST00000375479 [Q5JVF3-1];ENST00000622406 [Q5JVF3-4];,KOG2688;COG5600;,NA,706700at2759;,NA,NA,NA,
aten_0.1.m1.3113.m1,aten_0.1.m1.3113,3.30E-87,ACHA7_CHICK,blastp,NA,NA,PF02931.22;PF02932.15;PF10329.8,P22770,reviewed,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,Gallus gallus (Chicken),502,9031,NA,GO:0000187; GO:0001540; GO:0001666; GO:0005737; GO:0005886; GO:0005887; GO:0005892; GO:0006816; GO:0006874; GO:0007165; GO:0007268; GO:0007271; GO:0008284; GO:0015464; GO:0015643; GO:0017081; GO:0022848; GO:0030054; GO:0030424; GO:0030425; GO:0032720; GO:0034220; GO:0035094; GO:0042166; GO:0042391; GO:0042803; GO:0043005; GO:0043204; GO:0045202; GO:0045211; GO:0045766; GO:0050877; GO:0050890,NA,NA,NA,KOG3645;ENOG410XQGR;,NA,845098at2759;,NA,NA,NA,GO:0005230;GO:0006811;GO:0016021;GO:0004888;GO:0005216;GO:0034220
aten_0.1.m1.17369.m1,aten_0.1.m1.17369,0,MA2C1_MOUSE,blastp,K01191,NA,PF01074.21;PF07748.12;PF09261.10,Q91W89,reviewed,Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1) (Neutral/cytosolic alpha-mannosidase),Man2c1,Mus musculus (Mouse),1039,10090,3.2.1.24,GO:0004559; GO:0005654; GO:0005737; GO:0006013; GO:0009313; GO:0030246; GO:0046872,mmu:73744;,73744;,ENSMUST00000160147;,KOG4342;COG0383;,K01191;,85892at2759;,NA,NA,R-MMU-8853383;,GO:0003824;GO:0005975;GO:0004559;GO:0006013;GO:0030246
aten_0.1.m1.33254.m1,aten_0.1.m1.33254,3.57E-10,TTC28_MOUSE,blastp,NA,NA,PF13176.5;PF00515.27;PF13424.5;PF13181.5;PF13374.5;PF07719.16;PF13414.5;PF13431.5;PF10579.8;PF13174.5;PF13428.5,Q80XJ3,reviewed,Tetratricopeptide repeat protein 28 (TPR repeat protein 28),Ttc28 Kiaa1043 Tprbk,Mus musculus (Mouse),2450,10090,NA,GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023,mmu:209683;,209683;,ENSMUST00000156290;,KOG0548;COG0457;COG4995;,NA,733786at2759;,NA,NA,NA,GO:0005515
aten_0.1.m1.25770.m1,aten_0.1.m1.25770,0,CP131_DANRE,blastp,K16540,NA,PF00612.26,U3JAG9,reviewed,Centrosomal protein of 131 kDa (5-azacytidine-induced protein 1),cep131 azi1,Danio rerio (Zebrafish) (Brachydanio rerio),1113,7955,NA,GO:0000775; GO:0005929; GO:0010824; GO:0030154; GO:0032402; GO:0034451; GO:0035721; GO:0035735; GO:0050953; GO:0060271; GO:0060287; GO:0070121; GO:0090317,NA,NA,ENSDART00000181478;,ENOG410IEUN;ENOG410YVPU;,NA,NA,NA,NA,NA,GO:0005515;GO:0035735
aten_0.1.m1.20251.m1,aten_0.1.m1.20251,3.56E-46,FCN1_MOUSE,blastp,NA,NA,PF00147.17;PF13385.5;PF00354.16;PF02210.23;PF11537.7,O70165,reviewed,Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin),Fcn1 Fcna,Mus musculus (Mouse),334,10090,NA,GO:0001867; GO:0002752; GO:0005576; GO:0005581; GO:0007186; GO:0008329; GO:0030246; GO:0031232; GO:0045087; GO:0046872; GO:0097367; GO:2000484,mmu:14133;,14133;,ENSMUST00000028307;,KOG2579;ENOG410ZYS4;,K10104;,1035379at2759;,NA,NA,R-MMU-166662;R-MMU-166663;R-MMU-2855086;R-MMU-6798695;,
aten_0.1.m1.37862.m1,aten_0.1.m1.37862,1.09E-29,NLRC3_HUMAN,blastp,NA,NA,PF05729.11;PF13516.5;PF00560.32;PF12799.6;PF00029.18;PF00004.28;PF13191.5;PF07723.12;PF12078.7;PF13855.5;PF14771.5;PF13245.5;PF02498.16;PF13401.5,Q7RTR2,reviewed,"NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)",NLRC3 NOD3,Homo sapiens (Human),1065,9606,NA,GO:0005524; GO:0005737; GO:0005815; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223,hsa:197358;,197358;,ENST00000359128 [Q7RTR2-1];ENST00000615877 [Q7RTR2-3];,NA,K22614;,259987at2759;,NA,NA,R-HSA-3270619;,GO:0005515
aten_0.1.m1.27983.m1,aten_0.1.m1.27983,3.10E-30,PXDN_MOUSE,blastp,NA,NA,PF07679.15;PF13927.5;PF13895.5;PF00047.24;PF07534.15;PF01391.17;PF07686.16;PF00078.26;PF16706.4;PF08205.11;PF05790.14;PF02480.15;PF11465.7,Q3UQ28,reviewed,Peroxidasin homolog (EC 1.11.1.7),Pxdn Kiaa0230,Mus musculus (Mouse),1475,10090,1.11.1.7,GO:0004601; GO:0005201; GO:0005615; GO:0005783; GO:0006979; GO:0020037; GO:0030198; GO:0042744; GO:0046872; GO:0055114; GO:0062023,mmu:69675;,69675;,ENSMUST00000122328;,KOG2408;ENOG410XPZ3;,K19511;,276568at2759;,NA,NA,R-MMU-2243919;,
aten_0.1.m1.30044.m1,aten_0.1.m1.30044,5.31E-22,NDUF4_BOVIN,blastp,K18161,NA,PF06784.10;PF12824.6,A4FUH5,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Hormone-regulated proliferation-associated protein of 20 kDa),NDUFAF4 HRPAP20,Bos taurus (Bovine),175,9913,NA,GO:0005516; GO:0031966; GO:0032981,bta:615440;,615440;,ENSBTAT00000004122;,KOG4481;ENOG4111W8K;,K18161;,1395543at2759;,NA,NA,R-BTA-6799198;,GO:0032981
aten_0.1.m1.26226.m1,aten_0.1.m1.26226,4.57E-76,KDEL1_DANRE,blastp,NA,NA,PF05686.11;PF13524.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
aten_0.1.m1.3816.m1,aten_0.1.m1.3816,2.40E-36,NRX4_DROME,blastp,NA,NA,PF00008.26;PF01410.17,Q94887,reviewed,Neurexin-4 (Neurexin IV),Nrx-IV Nrx CG6827,Drosophila melanogaster (Fruit fly),1284,7227,NA,GO:0003015; GO:0005886; GO:0005887; GO:0005918; GO:0005919; GO:0007163; GO:0007391; GO:0008039; GO:0008104; GO:0008366; GO:0016080; GO:0016081; GO:0019991; GO:0021682; GO:0035151; GO:0045202; GO:0045216; GO:0048786; GO:0060857; GO:0061343; GO:0072553; GO:0097105,dme:Dmel_CG6827;,39387;,NA,KOG3516;ENOG410XPHG;,NA,338397at2759;,NA,NA,NA,GO:0071205
aten_0.1.m1.33770.m1,aten_0.1.m1.33770,7.09E-44,KPCL_MOUSE,blastp,NA,YES,PF00069.24;PF07714.16;PF14531.5;PF00612.26;PF11826.7;PF12330.7;PF08136.10;PF02984.18;PF03106.14;PF00029.18;PF03720.14,P23298,reviewed,Protein kinase C eta type (EC 2.7.11.13) (PKC-L) (nPKC-eta),Prkch Pkch,Mus musculus (Mouse),683,10090,2.7.11.13,GO:0004674; GO:0004699; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0005911; GO:0006468; GO:0010744; GO:0016020; GO:0017160; GO:0018105; GO:0019899; GO:0034351; GO:0035556; GO:0045618; GO:0046872; GO:0050861; GO:0051092; GO:0060252; GO:0070528; GO:2000810,mmu:18755;,18755;,ENSMUST00000021527;,KOG0694;ENOG410XNPH;,K18051;,222529at2759;,NA,2.7.11.13;,R-MMU-114508;,GO:0004672;GO:0005524;GO:0006468;GO:0005515
